feature-extraction,clustering-algo,run#,state,c_v,c_umass,topics,time
tf-idf,LSI,3,6,0.5852235145611578,-2.593558829629796,"[(0, '0.394*""vote"" + 0.279*""plan"" + 0.261*""take"" + 0.213*""remind"" + 0.210*""alreadi"" + 0.202*""repli"" + 0.194*""stop"" + 0.156*""forget"" + 0.150*""fjv"" + 0.147*""send""'), (1, '0.331*""plan"" + 0.317*""take"" + -0.204*""hotlin"" + -0.203*""poll"" + -0.201*""assist"" + -0.200*""cast"" + -0.199*""line"" + -0.198*""question"" + -0.196*""close"" + -0.196*""happi""'), (2, '0.422*""mail"" + 0.416*""return"" + 0.223*""ballot"" + 0.217*""asap"" + 0.216*""design"" + 0.216*""might"" + 0.215*""drop"" + 0.215*""option"" + 0.211*""abl"" + 0.211*""learn""'), (3, '0.578*""request"" + 0.286*""ballot"" + 0.286*""deadlin"" + 0.269*""elig"" + 0.247*""away"" + 0.239*""check"" + 0.234*""day"" + 0.199*""today"" + -0.190*""return"" + 0.185*""mail""'), (4, '0.280*""presid"" + 0.183*""democrat"" + 0.169*""great"" + 0.150*""whitehous"" + 0.145*""peopl"" + 0.131*""work"" + 0.128*""penc"" + 0.126*""need"" + 0.126*""mike"" + 0.122*""american""')]",26.58315110206604
tf-idf,LSI,4,8,0.5852235145611578,-2.593558829629796,"[(0, '0.394*""vote"" + 0.279*""plan"" + 0.261*""take"" + 0.213*""remind"" + 0.210*""alreadi"" + 0.202*""repli"" + 0.194*""stop"" + 0.156*""forget"" + 0.150*""fjv"" + 0.147*""send""'), (1, '0.331*""plan"" + 0.317*""take"" + -0.204*""hotlin"" + -0.203*""poll"" + -0.201*""assist"" + -0.200*""cast"" + -0.199*""line"" + -0.198*""question"" + -0.196*""close"" + -0.196*""happi""'), (2, '0.422*""mail"" + 0.416*""return"" + 0.223*""ballot"" + 0.217*""asap"" + 0.216*""design"" + 0.216*""might"" + 0.215*""drop"" + 0.215*""option"" + 0.211*""abl"" + 0.211*""learn""'), (3, '0.578*""request"" + 0.286*""ballot"" + 0.286*""deadlin"" + 0.269*""elig"" + 0.247*""away"" + 0.239*""check"" + 0.234*""day"" + 0.199*""today"" + -0.190*""return"" + 0.185*""mail""'), (4, '0.280*""presid"" + 0.183*""democrat"" + 0.170*""great"" + 0.151*""whitehous"" + 0.145*""peopl"" + 0.131*""work"" + 0.127*""penc"" + 0.126*""need"" + 0.125*""mike"" + 0.122*""american""')]",28.30292844772339
tf-idf,LSI,5,10,0.5852235145611578,-2.593558829629796,"[(0, '0.394*""vote"" + 0.279*""plan"" + 0.261*""take"" + 0.213*""remind"" + 0.210*""alreadi"" + 0.202*""repli"" + 0.194*""stop"" + 0.156*""forget"" + 0.150*""fjv"" + 0.147*""send""'), (1, '0.331*""plan"" + 0.317*""take"" + -0.204*""hotlin"" + -0.203*""poll"" + -0.201*""assist"" + -0.200*""cast"" + -0.199*""line"" + -0.198*""question"" + -0.196*""close"" + -0.196*""happi""'), (2, '0.422*""mail"" + 0.416*""return"" + 0.223*""ballot"" + 0.217*""asap"" + 0.216*""design"" + 0.216*""might"" + 0.215*""drop"" + 0.215*""option"" + 0.211*""abl"" + 0.211*""learn""'), (3, '0.578*""request"" + 0.286*""ballot"" + 0.286*""deadlin"" + 0.269*""elig"" + 0.247*""away"" + 0.239*""check"" + 0.234*""day"" + 0.199*""today"" + -0.190*""return"" + 0.185*""mail""'), (4, '0.280*""presid"" + 0.183*""democrat"" + 0.169*""great"" + 0.150*""whitehous"" + 0.145*""peopl"" + 0.131*""work"" + 0.128*""penc"" + 0.126*""need"" + 0.126*""mike"" + 0.122*""american""')]",27.07011294364929
tf-idf,HDP,1,2,0.6430095567330716,-16.9385178900488,"[(0, '0.001*feed + 0.001*socialdistanc + 0.001*emperor + 0.001*distinguish + 0.001*decri + 0.001*cast + 0.001*blasio + 0.001*astrobehnken + 0.001*breach + 0.001*taxday'), (1, '0.001*evalu + 0.001*coretta + 0.001*river + 0.001*elig + 0.001*jane + 0.001*time + 0.001*hidden + 0.001*design + 0.001*vote + 0.001*amyconeybarrett'), (2, '0.002*plan + 0.002*take + 0.002*vote + 0.002*help + 0.001*send + 0.001*go + 0.001*hous + 0.001*forget + 0.001*white + 0.001*thank'), (3, '0.001*vote + 0.001*repli + 0.001*pastordscott + 0.001*factual + 0.001*prohibit + 0.001*virginiafoxx + 0.001*confidenti + 0.001*whose + 0.001*refus + 0.001*charl'), (4, '0.001*bethwilliamsmu + 0.001*eagl + 0.001*mywayorthehighway + 0.001*preexist + 0.001*spacewalk + 0.001*band + 0.001*stacia + 0.001*laden + 0.001*valley + 0.001*trucker'), (5, '0.001*zdtxk + 0.001*ozioqtzwlo + 0.001*contributor + 0.001*tourism + 0.001*samantha + 0.001*leadership + 0.001*plan + 0.001*lost + 0.001*inst + 0.001*examin'), (6, '0.002*take + 0.001*plan + 0.001*vote + 0.001*time + 0.001*clarenc + 0.001*billi + 0.001*repli + 0.001*thank + 0.001*context + 0.001*hous'), (7, '0.001*vote + 0.001*hotspot + 0.001*sisterhood + 0.001*ghost + 0.001*endless + 0.001*courthous + 0.001*daytim + 0.001*davidwebbshow + 0.001*stimulu + 0.001*streamlin'), (8, '0.005*plan + 0.004*take + 0.003*vote + 0.002*thank + 0.002*white + 0.002*send + 0.002*remind + 0.002*go + 0.002*back + 0.002*time'), (9, '0.001*philanthropist + 0.001*vote + 0.001*took + 0.001*plan + 0.001*remind + 0.001*atlanta + 0.001*josh + 0.001*voter + 0.001*downturn + 0.001*avoid'), (10, '0.001*year + 0.001*ravag + 0.001*remind + 0.001*unauthor + 0.001*landfal + 0.001*pepsico + 0.001*vote + 0.001*drbiden + 0.001*haroldsinnott + 0.001*wgdp'), (11, '0.001*vote + 0.001*stop + 0.001*governor + 0.001*walter + 0.001*friday + 0.001*still + 0.001*take + 0.001*sioux + 0.001*websit + 0.001*georg'), (12, '0.001*gestur + 0.001*recidiv + 0.001*spectrum + 0.001*useless + 0.001*monicam + 0.001*craze + 0.001*forget + 0.001*disastr + 0.001*hmong + 0.001*access'), (13, '0.001*drawn + 0.001*carney + 0.001*vote + 0.001*republican + 0.001*bluemoon + 0.001*vacanc + 0.001*jaronsmith + 0.001*wisdom + 0.001*ident + 0.001*govrickett'), (14, '0.001*gene + 0.001*attribut + 0.001*vote + 0.001*reaganbattalion + 0.001*ball + 0.001*commiss + 0.001*howardu + 0.001*hassett + 0.001*therealninamac + 0.001*carlo'), (15, '0.001*parisdennard + 0.001*number + 0.001*read + 0.001*fir + 0.001*vote + 0.001*ericswalwel + 0.001*perez + 0.001*question + 0.001*april + 0.001*taiwan'), (16, '0.001*youngdemshendco + 0.001*fiction + 0.001*ceremoni + 0.001*werememb + 0.001*accommod + 0.001*dock + 0.001*vote + 0.001*novel + 0.001*time + 0.001*abou'), (17, '0.001*vote + 0.001*return + 0.001*activist + 0.001*susi + 0.001*gainesvil + 0.001*unnot + 0.001*cruelti + 0.001*nationwi + 0.001*journal + 0.001*virtual'), (18, '0.001*zkdiijfeok + 0.001*follow + 0.001*falcon + 0.001*kurdish + 0.001*vote + 0.001*indoor + 0.001*sector + 0.001*countri + 0.001*matter + 0.001*gloria'), (19, '0.001*alabama + 0.001*flint + 0.001*floor + 0.001*feel + 0.001*blueangel + 0.001*survivor + 0.001*impos + 0.001*complex + 0.001*advocaci + 0.001*imbal')]",100.51590132713318
tf-idf,HDP,2,4,0.6373000901600118,-17.358508323264918,"[(0, '0.001*ginsburg + 0.001*moder + 0.001*plan + 0.001*vote + 0.001*promisesmadepromiseskept + 0.001*exit + 0.001*granddaught + 0.001*reptomre + 0.001*costum + 0.001*kyoag'), (1, '0.001*chaotic + 0.001*normandi + 0.001*floodgat + 0.001*vote + 0.001*acceler + 0.001*congpalazzo + 0.001*vpdebat + 0.001*robertjeffress + 0.001*kerr + 0.001*theori'), (2, '0.001*vote + 0.001*supertuesday + 0.001*digniti + 0.001*hhsgov + 0.001*wrongdo + 0.001*greatli + 0.001*defund + 0.001*serviceman + 0.001*fairer + 0.001*past'), (3, '0.001*vote + 0.001*hurrican + 0.001*trayvon + 0.001*mail + 0.001*fulfil + 0.001*backbon + 0.001*case + 0.001*dolor + 0.001*remind + 0.001*clip'), (4, '0.001*fred + 0.001*jurist + 0.001*vote + 0.001*safeti + 0.001*purg + 0.001*option + 0.001*assad + 0.001*ruin + 0.001*rispon + 0.001*presenc'), (5, '0.001*detect + 0.001*taxcutsandjobsact + 0.001*vote + 0.001*trace + 0.001*coney + 0.001*ohstudentsforgl + 0.001*andrewhclark + 0.001*nathangood + 0.001*accur + 0.001*loom'), (6, '0.001*margin + 0.001*minnesota + 0.001*swab + 0.001*auditor + 0.001*crucial + 0.001*fabric + 0.001*vote + 0.001*forward + 0.001*realsaavedra + 0.001*servant'), (7, '0.001*vote + 0.001*casadei + 0.001*lagop + 0.001*andrewhclark + 0.001*rashida + 0.001*brit + 0.001*go + 0.001*plan + 0.001*reap + 0.001*unnecessari'), (8, '0.001*loop + 0.001*elect + 0.001*jennpellegrino + 0.001*teampelosi + 0.001*protestor + 0.001*plan + 0.001*deadli + 0.001*share + 0.001*mail + 0.001*morton'), (9, '0.001*vote + 0.001*real + 0.001*guasabaraeditor + 0.001*poll + 0.001*russel + 0.001*pilot + 0.001*unlik + 0.001*airwav + 0.001*sununu + 0.001*demograph'), (10, '0.001*valu + 0.001*meghan + 0.001*afterp + 0.001*vote + 0.001*bubba + 0.001*deficit + 0.001*shirt + 0.001*equalityact + 0.001*suelouis + 0.001*coverup'), (11, '0.001*sandra + 0.001*growth + 0.001*besid + 0.001*roof + 0.001*speaker + 0.001*clarita + 0.001*vote + 0.001*side + 0.001*hora + 0.001*dip'), (12, '0.001*californian + 0.001*readygov + 0.001*overwhelm + 0.001*loyal + 0.001*repli + 0.001*tremend + 0.001*millio + 0.001*captain + 0.001*vote + 0.001*familiar'), (13, '0.001*vote + 0.001*bodi + 0.001*repgusbiliraki + 0.001*stimulu + 0.001*rule + 0.001*bennyjohnson + 0.001*tomtiffanywi + 0.001*winnebago + 0.001*steal + 0.001*blasio'), (14, '0.001*okay + 0.001*vote + 0.001*dairi + 0.001*heatherjon + 0.001*plan + 0.001*identifi + 0.001*numb + 0.001*pittsburgh + 0.001*grow + 0.001*fjv'), (15, '0.001*ebel + 0.001*boo + 0.001*rita + 0.001*vote + 0.001*rescu + 0.001*melani + 0.001*tedlieu + 0.001*tomperez + 0.001*innoc + 0.001*hotlin'), (16, '0.001*nasti + 0.001*arizonan + 0.001*fearless + 0.001*vote + 0.001*illus + 0.001*belittl + 0.001*terrif + 0.001*comparison + 0.001*deem + 0.001*level'), (17, '0.001*take + 0.001*apahm + 0.001*vote + 0.001*miracl + 0.001*add + 0.001*car + 0.001*sanction + 0.001*delaney + 0.001*petti + 0.001*begun'), (18, '0.001*danc + 0.001*arab + 0.001*eoswyu + 0.001*godspe + 0.001*footbal + 0.001*podcast + 0.001*came + 0.001*vote + 0.001*stop + 0.001*abl'), (19, '0.001*mail + 0.001*dispar + 0.001*stop + 0.001*vote + 0.001*congresswoman + 0.001*veto + 0.001*afraid + 0.001*take + 0.001*alreadi + 0.001*ration')]",96.63816428184509
tf-idf,HDP,3,6,0.643283929522903,-17.510187691492682,"[(0, '0.001*somebodi + 0.001*akasoror + 0.001*vote + 0.001*voter + 0.001*pact + 0.001*return + 0.001*level + 0.001*prosecutori + 0.001*access + 0.001*histor'), (1, '0.001*liquid + 0.001*raphael + 0.001*vote + 0.001*endgunviolencenow + 0.001*histori + 0.001*diwali + 0.001*dougducey + 0.001*granddaught + 0.001*addit + 0.001*cheryl'), (2, '0.001*vote + 0.001*pathway + 0.001*remedi + 0.001*dialogu + 0.001*chad + 0.001*inequ + 0.001*iagovernor + 0.001*state + 0.001*broadband + 0.001*look'), (3, '0.001*exclud + 0.001*lgbt + 0.001*youth + 0.001*govt + 0.001*fourmoreyear + 0.001*mikegarcia + 0.001*go + 0.001*eri + 0.001*stahl + 0.001*vote'), (4, '0.001*opposit + 0.001*vote + 0.001*pierr + 0.001*plan + 0.001*usminor + 0.001*asap + 0.001*cozi + 0.001*beneficiari + 0.001*luncheon + 0.001*season'), (5, '0.001*undercount + 0.001*german + 0.001*presid + 0.001*vote + 0.001*reptomgrav + 0.001*writer + 0.001*whipclyburn + 0.001*racist + 0.001*expedit + 0.001*happi'), (6, '0.001*cheerlead + 0.001*broadway + 0.001*proce + 0.001*hinder + 0.001*vote + 0.001*explos + 0.001*snow + 0.001*dgwlvc + 0.001*ring + 0.001*fascism'), (7, '0.001*vote + 0.001*trajectori + 0.001*medic + 0.001*trudi + 0.001*plan + 0.001*straw + 0.001*acquitt + 0.001*pension + 0.001*elizabeth + 0.001*target'), (8, '0.001*make + 0.001*public + 0.001*mosqu + 0.001*vote + 0.001*revolv + 0.001*white + 0.001*extrem + 0.001*repbrianmast + 0.001*chabad + 0.001*care'), (9, '0.001*notabl + 0.001*iowa + 0.001*unapologet + 0.001*assist + 0.001*vote + 0.001*though + 0.001*rioter + 0.001*empir + 0.001*bowl + 0.001*untold'), (10, '0.001*scandal + 0.001*sensibl + 0.001*european + 0.001*vote + 0.001*gallagh + 0.001*happen + 0.001*dloesch + 0.001*coddl + 0.001*repjacob + 0.001*suelouis'), (11, '0.001*vote + 0.001*rephagedorn + 0.001*lash + 0.001*pittsburgh + 0.001*hurrican + 0.001*resort + 0.001*barbp + 0.001*courtroom + 0.001*insid + 0.001*team'), (12, '0.001*rehabilit + 0.001*unfit + 0.001*vote + 0.001*serv + 0.001*heartless + 0.001*remind + 0.001*regard + 0.001*question + 0.001*continu + 0.001*srrtsuvaqd'), (13, '0.001*corner + 0.001*vote + 0.001*bring + 0.001*captain + 0.001*ballot + 0.001*forget + 0.001*terrorist + 0.001*toughest + 0.001*care + 0.001*mikecrapo'), (14, '0.001*jasonrra + 0.001*whfpdbt + 0.001*stumbl + 0.001*assist + 0.001*take + 0.001*alexpadilla + 0.001*vote + 0.001*reppetestaub + 0.001*jdanbishop + 0.001*govrondesanti'), (15, '0.001*abandon + 0.001*laraleatrump + 0.001*vote + 0.001*arlington + 0.001*explan + 0.001*sobr + 0.001*priorit + 0.001*heroism + 0.001*salon + 0.001*rncresearch'), (16, '0.001*miseri + 0.001*employ + 0.001*collus + 0.001*vote + 0.001*prove + 0.001*rebat + 0.001*threat + 0.001*spacewalk + 0.001*prior + 0.001*jobsreport'), (17, '0.001*plant + 0.001*vote + 0.001*dale + 0.001*powerless + 0.001*vehicl + 0.001*normandi + 0.001*smear + 0.001*russian + 0.001*exce + 0.001*voter'), (18, '0.001*hamer + 0.001*spaceforcecso + 0.001*nonprofit + 0.001*vote + 0.001*ban + 0.001*husband + 0.001*phoni + 0.001*yxock + 0.001*subvert + 0.001*bcoyn'), (19, '0.001*vote + 0.001*mike + 0.001*refut + 0.001*weari + 0.001*treat + 0.001*access + 0.001*syndrom + 0.001*shannonrwatt + 0.001*reptimmon + 0.001*plan')]",97.5172963142395
tf-idf,HDP,4,8,0.6450036892760326,-17.51417174666489,"[(0, '0.001*equal + 0.001*doral + 0.001*harass + 0.001*migop + 0.001*susi + 0.001*ambush + 0.001*yungwonk + 0.001*rogermarshallmd + 0.001*lordstownmotor + 0.001*legitaidanl'), (1, '0.001*vote + 0.001*repmcclintock + 0.001*mayorofla + 0.001*stock + 0.001*await + 0.001*streak + 0.001*megdimartino + 0.001*enhanc + 0.001*bongino + 0.001*bluedaysahead'), (2, '0.001*forget + 0.001*home + 0.001*describ + 0.001*chip + 0.001*angelam + 0.001*near + 0.001*waysmeanscmt + 0.001*existenti + 0.001*pull + 0.001*vote'), (3, '0.001*rollout + 0.001*vote + 0.001*forth + 0.001*houston + 0.001*safeguard + 0.001*slight + 0.001*steadili + 0.001*senatemajldr + 0.001*manafort + 0.001*adirondacklib'), (4, '0.001*plan + 0.001*radar + 0.001*billoreilli + 0.001*secretli + 0.001*sidneypowel + 0.001*giveaway + 0.001*dlcc + 0.001*price + 0.001*bare + 0.001*vote'), (5, '0.001*widow + 0.001*haul + 0.001*thom + 0.001*vote + 0.001*apprenticeship + 0.001*clinic + 0.001*shana + 0.001*happi + 0.001*xtrmemrnr + 0.001*coordin'), (6, '0.001*abigail + 0.001*jami + 0.001*vote + 0.001*question + 0.001*make + 0.001*seal + 0.001*quantit + 0.001*opioidcrisi + 0.001*bogota + 0.001*temper'), (7, '0.001*danscavino + 0.001*tenac + 0.001*vote + 0.001*voter + 0.001*prisolivera + 0.001*soulsaturday + 0.001*bornalivebil + 0.001*abl + 0.001*motor + 0.001*vaccin'), (8, '0.001*vote + 0.001*easydo + 0.001*jesu + 0.001*make + 0.001*hole + 0.001*sonni + 0.001*help + 0.001*drpaulgosar + 0.001*remaind + 0.001*denier'), (9, '0.001*mob + 0.001*send + 0.001*question + 0.001*soft + 0.001*lagop + 0.001*vote + 0.001*ultim + 0.001*burdensom + 0.001*intent + 0.001*zone'), (10, '0.001*run + 0.001*plan + 0.001*hakeem + 0.001*clue + 0.001*vote + 0.001*repbalderson + 0.001*debat + 0.001*ohiogop + 0.001*power + 0.001*mcdaniel'), (11, '0.001*vote + 0.001*wipe + 0.001*uofcalifornia + 0.001*repli + 0.001*send + 0.001*forget + 0.001*empow + 0.001*widow + 0.001*ambit + 0.001*serial'), (12, '0.001*falsifi + 0.001*vote + 0.001*hong + 0.001*hole + 0.001*scottmorrisonmp + 0.001*jaim + 0.001*backyard + 0.001*unambigu + 0.001*antithet + 0.001*idiot'), (13, '0.001*stutter + 0.001*chronic + 0.001*govmikehuckabe + 0.001*jesusnarrowway + 0.001*invis + 0.001*virginiafoxx + 0.001*brendanreid + 0.001*classmat + 0.001*peopl + 0.001*preview'), (14, '0.001*nobel + 0.001*wildlif + 0.001*amid + 0.001*vote + 0.001*great + 0.001*usma + 0.001*keynot + 0.001*travi + 0.001*graveyard + 0.001*brazen'), (15, '0.001*vote + 0.001*unborn + 0.001*gaetz + 0.001*bigtech + 0.001*hotlin + 0.001*optimist + 0.001*sloppi + 0.001*scum + 0.001*cindyhydesmith + 0.001*landmark'), (16, '0.001*vote + 0.001*repnewhous + 0.001*brayden + 0.001*dip + 0.001*habit + 0.001*craighead + 0.001*currenc + 0.001*indian + 0.001*almost + 0.001*constitu'), (17, '0.001*fallen + 0.001*green + 0.001*zrguoplmql + 0.001*blue + 0.001*vote + 0.001*jill + 0.001*yeah + 0.001*violat + 0.001*even + 0.001*promis'), (18, '0.001*liquid + 0.001*rangakrishnan + 0.001*yanke + 0.001*conceal + 0.001*announc + 0.001*campu + 0.001*hampshir + 0.001*shepard + 0.001*obstruct + 0.001*edmarkey'), (19, '0.001*deptofdefens + 0.001*keepamericagreat + 0.001*bedroom + 0.001*vote + 0.001*oblivi + 0.001*gain + 0.001*championship + 0.001*houseforeigngop + 0.001*suspect + 0.001*jimmi')]",98.54933953285217
tf-idf,HDP,5,10,0.6349724281374864,-17.289912639010144,"[(0, '0.001*halfway + 0.001*campbel + 0.001*vote + 0.001*dirt + 0.001*think + 0.001*concord + 0.001*take + 0.001*retreat + 0.001*cancer + 0.001*realclayclayton'), (1, '0.001*andrzejduda + 0.001*vote + 0.001*recycl + 0.001*prov + 0.001*gate + 0.001*olausen + 0.001*happyhanukkah + 0.001*reson + 0.001*hurri + 0.001*bobbi'), (2, '0.002*vote + 0.001*repli + 0.001*happi + 0.001*line + 0.001*impeachmentsham + 0.001*stop + 0.001*alreadi + 0.001*taxcutsandjobsact + 0.001*close + 0.001*question'), (3, '0.001*send + 0.001*bornal + 0.001*vote + 0.001*make + 0.001*magnitud + 0.001*checklist + 0.001*scholar + 0.001*sovereignti + 0.001*distributor + 0.001*miscarriag'), (4, '0.001*gabbygifford + 0.001*hispana + 0.001*unilater + 0.001*janbllvll + 0.001*palm + 0.001*autonom + 0.001*alli + 0.001*repgusbiliraki + 0.001*vote + 0.001*latter'), (5, '0.001*relentless + 0.001*vote + 0.001*attn + 0.001*nickadamsinusa + 0.001*brigad + 0.001*energi + 0.001*stori + 0.001*anna + 0.001*garner + 0.001*iagovernor'), (6, '0.001*dismantl + 0.001*granddaught + 0.001*mentalhealthawarenessmonth + 0.001*singl + 0.001*admin + 0.001*andr + 0.001*lafayett + 0.001*nelli + 0.001*barri + 0.001*dana'), (7, '0.001*margin + 0.001*michael + 0.001*vote + 0.001*decri + 0.001*homicid + 0.001*word + 0.001*senategop + 0.001*mitig + 0.001*notmypresident + 0.001*baseless'), (8, '0.001*involv + 0.001*take + 0.001*framework + 0.001*vote + 0.001*thehermancain + 0.001*elliott + 0.001*shift + 0.001*harrisonjaim + 0.001*method + 0.001*underfund'), (9, '0.001*imposs + 0.001*thurgood + 0.001*antonio + 0.001*dispatch + 0.001*spin + 0.001*redo + 0.001*eidmubarak + 0.001*troubl + 0.001*mail + 0.001*fjeh'), (10, '0.001*vote + 0.001*slowthespread + 0.001*go + 0.001*suffoc + 0.001*stevefda + 0.001*elijah + 0.001*uniform + 0.001*ratifi + 0.001*take + 0.001*funnel'), (11, '0.001*knowingli + 0.001*geaugadem + 0.001*blast + 0.001*subvert + 0.001*scope + 0.001*jade + 0.001*unafford + 0.001*vote + 0.001*confirmacb + 0.001*condon'), (12, '0.001*approv + 0.001*montgomeri + 0.001*sullivan + 0.001*break + 0.001*kokomo + 0.001*classmat + 0.001*congress + 0.001*vote + 0.001*ronilj + 0.001*wit'), (13, '0.001*vote + 0.001*guatemala + 0.001*paralyz + 0.001*flop + 0.001*broadband + 0.001*complic + 0.001*gunman + 0.001*joint + 0.001*step + 0.001*everyon'), (14, '0.002*regain + 0.001*raul + 0.001*deborah + 0.001*repmoolenaar + 0.001*nfib + 0.001*seanparnellusa + 0.001*vote + 0.001*patrick + 0.001*dayton + 0.001*rememb'), (15, '0.001*return + 0.001*amid + 0.001*discus + 0.001*robust + 0.001*vote + 0.001*constitutionalist + 0.001*displac + 0.001*chaotic + 0.001*alreadi + 0.001*fulton'), (16, '0.001*take + 0.001*happi + 0.001*bogu + 0.001*cent + 0.001*vote + 0.001*foremost + 0.001*return + 0.001*mail + 0.001*drop + 0.001*laura'), (17, '0.001*prof + 0.001*locat + 0.001*vote + 0.001*describ + 0.001*disqualifi + 0.001*johnson + 0.001*joshua + 0.001*choke + 0.001*attract + 0.001*cocain'), (18, '0.001*stupid + 0.001*hike + 0.001*curiou + 0.001*oseanessytweet + 0.001*queen + 0.001*oneyearoneteam + 0.001*brag + 0.001*inabl + 0.001*conserv + 0.001*randi'), (19, '0.001*disrespect + 0.001*warp + 0.001*vote + 0.001*messag + 0.001*fuel + 0.001*usnsmerci + 0.001*take + 0.001*gangster + 0.001*real + 0.001*case')]",98.58523201942444
